ID,Rating,Paygrade,Exam_Area,Subject,Concentration,Question,Answer_A,Answer_B,Answer_C,Answer_D,Correct_Answer,Source_Manual,Source_File,Source_URL,Page,Manual_Edition,Verbatim_Quote,Quote_Verified,Check_Notes,Judge_Verdict,Judge_Notes
ADV402,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,"A member is found unsuitable for a special program through no fault of their own. If the member is within how many months of completing the normal shore tour, the member will return to sea duty?",3 months,18 months,6 months,12 months,D,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1864,"CH-95, 24 Jun 2026","a. Negotiations with member and detailer for reassignment will occur for the remainder of the prescribed sea or shore tour. If member is within 12 months of completion of normal shore tour, the member will return to sea duty.",PASS,Found on stated page.,PASS,
ADV403,PS,E-6,Transfers Management & Processing,Enlisted Distribution,Special Programs,To whom is a Special Programs Screening Deficiency Report (SPSDR) sent?,Only the receiving command,"NAVPERSCOM Shore Special Program Distribution Branch (PERS-4010) and the applicable detailer, with the receiving command as info",OPNAV N13 and the type commander,NAVPERSCOM (PERS-40HH) and the ISIC,B,MILPERSMAN 1306-900,Whole MILPERSMAN.pdf,https://www.mynavyhr.navy.mil/References/MILPERSMAN/,1864,"CH-95, 24 Jun 2026","7. Special Programs Screening Deficiency Report (SPSDR). Exhibit 3 provides the format for submitting an SPSDR. This message is used to report discrepancies discovered as a result of the screening, which is conducted by the transferring command and sent to NAVPERSCOM Shore Special Program Distribution Branch (PERS-4010) and applicable detailer (info the receiving command).",PASS,Found on stated page.,PASS,
ADV404,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",An advance of pay is meant to ease hardships when a member is deployed aboard ship for more than how many days?,14 days,60 days,90 days,30 days,D,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,690,June 2024,"An advance of pay is to ease hardships imposed by the lack of regular payments when a member is mobilized, ordered to duty at a distant station, or deployed aboard ship for more than 30 days.",PASS,Found on stated page.,PASS,
ADV405,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",A member assigned for 1 year or more to a hazardous duty pay area may be paid an advance of basic pay not to exceed how much?,"15 days, less deductions","1 month, less deductions","6 months, less deductions","3 months, less deductions",D,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,690,June 2024,A member may be paid an advance of basic pay not to exceed 3 months less deductions.,PASS,Found on stated page.,PASS,
ADV406,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",A member ordered to an indoctrination center may be paid an advance of basic pay not to exceed how much?,1 month,15 days,30 days,7 days,B,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,690,June 2024,A member may be paid an advance of basic pay not to exceed 15 days.,PASS,Found on stated page.,PASS,
ADV407,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",An enlisted member entitled to BAS may be paid an advance of BAS of up to how many months when the CO authorizes it?,3 months,6 months,1 month,2 months,A,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,690,June 2024,An enlisted member may be paid an advance of BAS not to exceed 3 months if the member is entitled to BAS and the Commanding Officer (CO) authorizes the payment following a determination that it is necessary.,PASS,Found on stated page.,PASS,
ADV408,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","Under the DoD FMR, what is military payday?",The last calendar day of the month in which the entitlement was earned,The 15th day of the month in which the entitlement was earned,The last business day of the month after the entitlement was earned,The first calendar day of the month after the month in which the entitlement was earned,D,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,691,June 2024,Payday is the first calendar day of the month after the month in which the entitlement was earned.,PASS,Found on stated page.,PASS,
ADV409,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","Except for payrolls otherwise payable on October 1, if a payday falls on a Saturday, Sunday, or federal legal holiday, payment may be made on the preceding workday, but not more than how many days before the scheduled payday?",2 days,1 day,5 days,3 days,D,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,691,June 2024,"Except for payrolls otherwise payable on October 1, if the payday falls on a Saturday, Sunday, or federal legal holiday, payment is authorized on the preceding workday, but not more than 3 days before the scheduled payday.",PASS,Found on stated page.,PASS,
ADV410,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",A member assigned to sea duty may be advanced the amount of an allotment to dependents if the allotment was made not more than how many days before the scheduled date of assignment?,15 days,60 days,30 days,90 days,B,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,691,June 2024,The purpose of this advance payment is to allow a member to be paid the amount of an allotment(s) to dependent(s) if the member is assigned or scheduled for assignment to sea duty or other duty with a unit or command deployed or to be deployed outside the United States and the allotment(s) is made by the member not more than 60 days before the scheduled date of the assignment of the member to this duty.,PASS,Found on stated page.,PASS,
ADV411,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",May an advance of pay be paid in an amount that would require stopping an allotment for insurance or support of dependents?,"Yes, if the commander approves","Yes, if the member requests it in writing","Yes, but only for E-4 and above",No,D,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,689,June 2024,Do not pay an advance of pay in an amount that will require the stoppage of allotments for insurance or support of dependents.,PASS,Found on stated page.,PASS,
ADV412,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",Local and partial payments are authorized only for what circumstance?,Overseas areas where on-base military banking facilities are not readily available,Members in a non-pay status,Any location outside the continental United States,Members who have lost their government travel charge card,A,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,692,June 2024,Local and partial payments are authorized only for overseas areas where on-base military banking facilities are not readily available.,PASS,Found on stated page.,PASS,
ADV413,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","For members residing or assigned within the United States, an emergency partial payment is one required within how many hours?",72 hours,24 hours,12 hours,6 hours,B,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,692,June 2024,"For members residing or assigned within the United States (including Alaska and Hawaii), this is a payment deemed time sensitive and required within 24 hours due to an unforeseen set of circumstances or the resulting state that calls for immediate action",PASS,Found on stated page.,PASS,
ADV414,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","Who, in coordination with the supporting finance office, may authorize emergency partial payments up to the amount of accrued entitlement to date?",The member's commander,The Navy Comptroller,The member's detailer,The DFAS central site director,A,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,692,June 2024,"The member’s commander, in coordination with the supporting finance office, may authorize emergency payments, up to the amount of accrued entitlement to date in the following circumstances",PASS,Found on stated page.,PASS,
ADV415,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","On request, how much basic pay advance will a member be granted for assignment to a hazardous duty pay area, unless the Secretary concerned grants more for financial hardship?",3 months of basic pay,1 month of basic pay,15 days of basic pay,2 months of basic pay,B,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,698,June 2024,"Upon request, the member will be granted an advance payment equaling 1 month of basic pay. The Secretary concerned, at his discretion, may grant a request for up to 2 or 3 months of advanced basic pay if member can justify financial hardship.",PASS,Found on stated page.,PASS,
ADV416,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","For extenuating circumstances, the standard 30-day window before departure for a PCS advance may be expanded to not exceed how many days prior?",90 days,60 days,180 days,45 days,A,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,698,June 2024,"The “30-day window” may be expanded to not exceed 90 days prior, and the “60-day window” may be expanded to not exceed 180 days after, when justified for extenuating circumstances and approved by the member’s commander",PASS,Found on stated page.,PASS,
ADV417,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay","A PCS advance request must be made not later than how many days after the effective date of change, or after the vessel arrives at the new home port or home yard, whichever is later?",30 days,90 days,60 days,15 days,C,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,698,June 2024,"The request for an advance of pay must be made not later than 60 days after effective date of change or 60 days after vessel arrives at new home port/home yard, whichever is later.",PASS,Found on stated page.,PASS,
ADV418,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",A deceased member had not fully repaid an advance of pay. What is collected from the member's estate?,Only the portion paid within the last 12 months,Half of the unrepaid balance,Nothing; the estate is not required to repay the unrepaid portion,The full unrepaid balance,C,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,702,June 2024,The estate of a deceased member will not be required to repay any portion of the advanced pay paid to the member that is not repaid before the death of the member.,PASS,Found on stated page.,PASS,
ADV419,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",Who is authorized to waive recovery of an advance of not more than 1 month of basic pay when recovery would be against equity and good conscience?,The Secretary of the Military Service concerned,The member's commanding officer,The DFAS site director,The disbursing officer,A,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,702,June 2024,The Secretary of the Military Service concerned is authorized to waive recovery of an advance of not more than basic pay for 1 month when such recovery would be against equity and good conscience or against the public interest.,PASS,Found on stated page.,PASS,
ADV420,PS,E-6,"MILPAY, Disbursing & Receipts",Military Pay,"Advance, Local, Partial and Emergency Partial Pay",A member who filed for bankruptcy then requests advance pay. The government may be unable to collect the advance unless what occurs?,The member reenlists,"DFAS receives court approval, or the bankruptcy is discharged or terminated",The advance is converted to an allotment,The member's commander approves the collection,B,"DoD 7000.14-R Vol 7A, Chapter 32",Volume_07a.pdf,https://comptroller.defense.gov/Portals/45/documents/fmr/Volume_07a.pdf,689,June 2024,"In such instances, the government may not be able to collect any amount of the advance pay unless the Defense Finance and Accounting Service (DFAS) receives approval from the court or after the bankruptcy is discharged or terminated.",PASS,Found on stated page.,PASS,
